userName,at,content,score,thumbsUpCount
Jessica Schubert (Jess),2026-02-06T13:54:42,"Even if everyone says the App doesn't work or whatever, I was sceptical but wanted to try it. It's amazing! AI is working very well and you have a perfect overview of what you had in a day, nutrients, exercises and calories. It helps a lot to keep track of ur weight.",5,0
Karateka95,2026-02-05T12:22:32,"This app has been great in the past for losing weight and still is, I preferred the way the old version looked. The heavy black theme is hard to look at for me, it'd be nice if it could be changed independent of the system's settings. Good app overall 👍",5,135
Mi H,2026-03-15T20:17:45,"It works great, and it's pretty cheap compared to other apps out there. It helps to be mindful of what you eat, and if you also want to try intermediate fasting, it is like 2 in one app. Love it and highly recommend it if you want to start a new healthy lifestyle.",5,1
Oldybutgoldy,2025-10-30T14:11:32,"I really love this app - it has made my weight loss journey so much easier and more enjoyable! As a long-time and paying user, I just have one small request: could you please consider bringing back the previous app icon or logo? I can't quite explain why, but the new one feels a bit less motivating to me. The old design had brighter colors and felt more lively and inspiring 🙄🫣 and one more thing, I can't find overview of my weight loss. I could see the overview over months etc but now nothing.",5,20
Mohsin Ali Gul,2026-03-30T18:59:27,One of crazy app in the world. love it. the only thing is missing they must bring workout plans in the app like others.,5,0
Денис Островський,2026-02-05T11:13:35,"Great app, really liked it. Made my week streak, and I'm going to continue. It would be great to make a recipe filter feature, something like ""What I have in my fridge"" because a lot of recipes require specific products that can't be purchased in local small groceries and I need to plan my tomorrow breakfast. Thank you.",5,0
Martina M,2025-12-13T17:54:30,"I love this app! I'm over 10kg down and it actually feels healthy and sustainable. However, a few things I would like to see: - A way to directly access my created meals/recipes through a separate tab at the bottom instead of going through adding them to a meal - Changing ingredients in recipes shouldn't retroactively change calories on old entries of said recipe. Just because I now use different cream doesn't mean I did last month. - a way to turn off the new meal tips - the old logo back🙈",5,41
Jade Gonzales,2026-02-14T21:47:26,"I like it. it's really helping me. It's easy to use, the recipes look so good. I got ahead and paid the subscription. I don't regret it. I started using this app after an argument with my boss. It's funny because how I eat and what I eat doesn't have a single thing to do with that argument. Even so, I'm enjoying it. It's helping me to put on track my diet, something I was overlooking for a long time and I was avoiding doing. I'm starting to eat healthier and I feel happy about that.",5,1
Brigitte Goodman,2026-04-01T18:07:01,I am so grateful for a free app to count calories. Makes it all the morw easier to stay slim.,5,0
Gergő Oszvald (Riju),2026-02-22T19:22:51,"It would be good to have a separate menu item where I can manage my own recipes and dishes, because currently I have to open one of the “add” menu options to do this.",5,0
Karim Bizid,2026-03-02T21:13:36,Wow! I keep being surprised by the practical and handy tools this app offers. The buddies functionality is also really nice!! Easily the best tracker available.,5,0
Jac Davis,2025-11-07T20:58:15,"Love this app! It's super simple to track your calories & has everything you can think of built in. When you search/scan your meals, its accurate & calories + nutrition facts are all accurate. There's a reminder for water intake throughout the day which is easy to log h2o intake. You can sync your smart watch & other fitness apps to Yazio. There are thousands of healthy recipes to choose from if you want to cook at home & 100s of workout routines to try. Free is great but Premium is the way2go",5,5
Haley Winkel,2025-10-17T17:44:50,"I totally love the app! But today I opened it and it had a new design, which just doesn't look good in my opinion... the old one was way better and actually pleasing to the eye. But except for that, it has nice features and it's easy to track calories and water intake. All in all, I love it!",5,0
Pratty,2025-11-26T04:53:28,"Best App Experience! I'm A Pro User. But I Want Some Help From You Guys. I Asked AI About This Hope It'll Add In Future. Maybe In 6 Months Window I Really Want To See That Data Before My Annual Subscription Ends! Does Yazio Track EAA Intake? No, Yazio does not track essential amino acids (EAAs) like leucine directly. It focuses on calories, macros (protein/carbs/fats), micronutrients (like vitamins/minerals), and overall meal logging, but not detailed amino acid breakdown.",5,0
Kaelyn Petra,2025-10-27T07:20:40,Why did you guy remove such a crucial feature like body measurements tracker? It's just a simple feature that really make me decided to subscribe! I even bought a weight scale that show %fat and %muscle to note in the app. I really want to refund and move to other app so bad 😟 Edit : Tysm for bringing back measurement logging. This is a great tiny feature that really important to me.,5,5
Bianca Isermann,2026-01-27T19:16:06,"It's a great app to use. Fun, easy and worth every penny. My doctor actually told me that it is one of the best apps to use.",5,0
Crystal Tech,2025-10-17T19:40:48,"I KID YOU NOT, this app is THE BEST!!! I've been using it for like three months, and guess what? I’ve actually lost some weight! 💪 Even though the changes are kinda small right now, I know they’re gonna add up over time. Can’t wait to see where this journey takes me! 😎✨",5,2
Márk Horváth,2020-07-19T13:02:59,"I use this app for years and it's amazing, always improving and the free version is totally enough for calorie tracking and user friendly the whole app. Of course the free version is capable of so much other things too, but these are related to calorie tracking. I don't know what the pro version is like, but based on the free version I bet that's worth it. If you new to the calorie counting and you want to lose weight the pro version probably makes easier to get your goals. Best C.C. apps!",5,57
Scalloped Onion,2026-02-14T09:32:53,one of the best apps on the market but there is still room for improvement. 1. If I want to enter some custom meal sometimes I would prefer to enter nutritional value per 100g and then enter how much I ate. 2. Amount of this redundant popup is crazy 3. You should add some competition with friends. I cannot see what my buddies ate or how was their previous day. That is ruining whole feature,5,2
Neil Godwin,2025-11-11T13:20:53,"I've lost over a stone in the 100 days I've used the app, simply by logging my food intake and activity. It took the hard work and tedium out of eating healthily and sensibly, and helped me control portion sizes without going hungry",5,3
A Google user,2019-03-25T23:20:53,"Pretty good app. It exceeds my expectations. i wanted something simple what will give me calories for my meals, but this keeps record of my meals and accounts for excersize as well. I am impressed with the variety of meals in the database, i'm from Slovakia and ate knedlik as part of the dinner and just for fun i looked it up and it was there! connectivity with other apps is great as well, automatically gets the data of fitness apps which is great! Great job guys! I get PRO as soon as I can!",5,65
Ioannis Kalogridis,2023-07-22T18:19:27,"Seems like a good app, too bad that you can only access the most interesting features after paying. They don't even offer a free trial period to see if this is indeed something for you. EDIT: After using this app for some time, including the pro version for the trial period offered, my main takeaway is that this is the best app of its kind currently available. The food database is impressive and adding stuff is very easy. The nutrient content could use some more work, as it is incomplete.",5,34
Megan Devine,2025-10-29T00:06:56,Absolutely love this app. It helps me keep track of my caloric intake and is so easy to use. With all of it's uses it helps you stay on track and gives you all the information you need to reach your goals. 10/10.,5,1
A Google user,2019-05-12T06:19:42,"I am using it to monitor and control my daily Calories, Protein, Carbs and Fats intake. It lets you select the foods you have taken during the day from vast selection of food lists to search from. Then gives a quick summary of where you stand in terms of calorie intake etc. Makes achieving your goal; weight loss, muscle gain, diet monitoring etc much more convenient.. an effective app which is easy to use.",5,42
Jana Gorgievska,2026-01-08T03:34:40,"i used it last summer and within 2 weeks ive lost 5kg. i love it! it made me more confident and happy and all it took its 5 minutes or less to put in my meals. absolutely great maybe a little bit to much pushing me to buy pro version but everything else, great",5,1
A Google user,2019-03-03T15:06:18,I've been using the free version of this app primarily as a calorie counter for a couple months now and I love it. Lovely design and it really isn't that time consuming to make your own entries as other reviewer's have complained about. Only feature that could make it better for my friend and I would be a way to add eachother and share goals etc.,5,48
Roberto de Carvalho,2020-07-09T20:31:59,"Amazing! This has everything i actually need, i can keep track of my calories (with the estimates, ofc), there's intermittent fasting, goals, notes and more. What i appreciated the most was the fact that i was able to sync Samsung Health with the app, it's all seamless really. The notifications are also a nice touch. The price per year might be a little too costly for a lot of people at first, but when you take into account the amount of things the app provides, it ends up really being worth it",5,46
Melinda Cristescu,2020-05-11T14:46:17,"Awesome app! I honestly don't know which feature I like best. I haven't used a similar app before, having all features in one app. I was so impressed with it that I bought premium after the first few glances. I love being able to track my meals and add pictures to them, seeing the nutrient and vitamin intake, create meals and recipies, scanning foods, tracking physical activity, steps and water intake. Interface is great and easy to use. There are a few small improvements that could be done",5,59
Olivija Ziupsnyte,2023-04-27T15:08:14,"Really enjoying this app, it has everything I need for calorie tracking and intermittent fasting reminder when it starts and finishes, lovely feature for extra water drinking. Pro version is worth to get if you care about your micros and macros. I'm not sure why it keeps on disconnecting from samsung health and other apps, but that's a minor issue. Would recommend to a friend.",5,80
COLIN REID,2026-03-08T15:46:38,"This Yazio - Calories Counter - & - Weight Loss - Helper - App'. By Yazio Is Exclusively Amazing For Counting Calories - & - Helping You To Loose Weight With Calories Counting - & - Intermittent Fasting!!., — Indeed!!.",5,0
Elena “Neverbalnost” Kogodeeva,2020-08-14T19:28:33,"So far it's the best calorie counter app I've ever used, and I'm quite experienced in this field) The ui is self explanatory, the product base is big enough, analysis feature helps to see the progress (or the reason why there's no progress). I've lost 18 kilos with this app and it helps me to maintain my results every day. Also it's a big advantage that I can sync it with my garmin device and it actually works much better than MFP.",5,5
A Google user,2019-04-24T18:53:35,"I dowloaded this yesterday, and I love how easy it is to use and how many products you can choose from. I then found out about MyFitnessPal, and I had a quick compare. To be honest, I prefer Yazio because of the recepies that you dont have to search for, colours of the front page with each day visible ahead. In other words, I think you got the idea and made it better!",5,21
Serhii Sidlak,2026-01-22T11:27:41,"The app is great, but since the updates I’ve noticed that I no longer receive diamonds from the chests. The total diamond count doesn’t change.",5,0
Drinne Alessandre Terceño,2026-02-08T07:28:11,"i can now adjust my eating habits in a much healthier way, and i can now build muscle better and more efficiently!",5,0
Freya Love,2026-01-24T15:24:46,great product. I 've used in the past to lose successful weight.,5,0
Nat,2025-11-25T14:58:54,"Easy to use and actually rather accurate I've got the pro version, but imo the free is also fine One thing I'd LOVE to some day be included is samsung Watch Compatibility. Other than that, it's so worth it",5,2
Darkhackr Thirtyhundred,2020-12-21T20:43:36,"The app is completely amazing! It is a marvelous tool to help both beginners and serious athletes. Love the barcode scanner feauture which allows you to count calories of the products that you bought with ease! The free version includes all the required features. The premium version unlocks extras, like thousands of recipes for only 12$ a year which is totally worth it! I would really love to see a a zig-zag diet feature in the next version!",5,6
Elena,2020-05-21T15:21:38,"Very good app. I am using it for more than 1 year now and I am happy with it. It has a broad food receipts and products. When the product is not there, you have the option to add it yourself. I love the fact that you can track all the nutrients, vitamins intake and see where you need to improve plus many other settings. Yes, I recommend this app. I would like to suggest to the dev team to allow more detailed nutrition data to be added when a user contributes to the food db. E.g. zinc, potassium",5,32
Iliana Genova,2022-06-11T19:53:29,"I have tried many apps of that type in the past years, but this is definitely the best!! It is really easy to use, which saves time and makes it more probable that you keep track regularly. It also has some really nice and smooth UI. Recipes are simple, do not require fancy products and are easy to follow!! Insights are very helpful for learning! Plus, the premium subscription is not as expensive, compared to other similar apps!! I am very happy to be a premium member! It helps me a lot :)",5,48
Fariz Galang,2025-11-03T16:28:15,"great app, good features, nice UI. however it still double count the activities. what's the point of choosing my activities level if there is an activities tracker, and vise versa. please fix it.",5,0
Tracey Spencer,2025-10-20T06:36:27,this app is fabulous..im very happy with it so far. I love the fact I can change the serving sizes to suit because most cal apps serve 4 and upwards. the recipes are great as well,5,0
Maryam,2025-11-11T01:12:54,"A really good app that I've used, I think it's easy to log into but you have to adjust your weight into their guidelines just letting you know!!",5,2
Manikandan M,2025-12-31T22:56:48,"I’ve used YAZIO for 3 months and love the clean interface for tracking food, water, and activity. I’ve lost 15kg over 9 months in a healthy way—focusing on quality food and reduced sugar rather than restrictive diets. YAZIO helped me push past a plateau without needing a gym. Even my physician praised my progress during my yearly checkup! It’s a sustainable way to live healthier and stay on track. Highly recommended for anyone starting their wellness journey in 2026!",5,5
Matt Edwards,2025-11-24T23:38:19,I've been using Yazio for over a month and it is an easy product to use with a great database of food and other ingredients. the app is user-friendly and easy to use.,5,0
Anna Varadi,2022-09-28T21:05:33,"I have been using this app for a year. The logging is easy and intuitive and macro tracking is great. I'd like to see all my stats summarised better -all in one screen and with the option of picking what I want to track. Various nutrition trends and selectable reporting would be useful to have but I love the fasting tracker and the food database. It is really easy to find your food or an equivalent, if you are logging homemade meals. Great app, will continue using it.",5,16
A Google user,2019-02-17T03:11:22,"Great also for an average commitment, makes it very easy to keep track of your meals. The integration with Google Fit automatically adds exercise data to the diary. Absolutely good the recipes: just check for some interesting recipe and build the grocery list in-app, then buy the food you need and brainlessly prepared it, with assistance of the ""cooking mode"". could be worth to explore the premium.",5,14
Harald Riegler,2025-01-02T18:27:16,"I like the app, I've tried others, and it's fast and easy to use. My grief is that if I lose my tracking streak because I add my meals a day or two later, it doesn't reopen the streak despite all meals being 100% complete. I have a full meal log for several weeks now, but sometimes I miss adding the meal on the same day or two. Streaks should be saved and reopened if the info is completed retrospectively, that would be a lot more motivating. Otherwise, keep it going 👍",5,87
Dmitriy Madera,2025-06-11T14:20:07,"Great calorie tracker with strong analytics. Allows in-depth analysis of not only calories and macros, but other nutritional components. The food database is superior, and if something is not found, it is very easy to add. Recipes can also be added, and the app will calculate everything. All in all, it suits all my food tracking needs. Ability to add daily notes is a nice touch!",5,144
Luna,2026-02-19T07:18:45,"I really appreciate your hard work in this one, it's worth the try and has everything almost everything that would help you out throughout your journey. Only if you could, the fasting feature might need a little readjustment, if it is possible to add a manual fasting tracker, where you can choose your own time, would be better for those who have different fasting hours. So far, the app is great!",5,524
Alex V.,2023-08-24T09:35:38,"I was expecting something subpar compared to MyFitnessPal. But I was wrong. It delivered in spades.This is the best app for tracking calories (and not only) I ever came across. MFP may have a broader database, but let me tell you: YAZIO's is no slouch. I found the food I searched for in my local language, barcode scanner, very pleasant interface, integration with multiple apps (including Huawei Health). It's everything I hoped to find. I purchased the paid plan immediately. 0 regrets. Try it out",5,13
Celina Lindenmayer,2024-10-10T09:10:44,Loving this app so far. It makes it fun and easy to keep track of what I am eating. The recipes look and are delicious! Also loving the Mood tracker / Notes section. I do have a question though.. so my goal is to loose just a little bit of weight. The calories calculated are already the amount I can consume and still reach my goals? Or do I need to be under the number shown?,5,4
W G,2024-09-23T11:44:19,"Purely from counting calories, I lost 55lbs in time for my wedding! Only thing I wish this app had was caffiene/coffee counting... you can log coffee in your meals, but theres no way to monitor how much caffeine your diet consists of inside the app, a feature I was rather fond of in Argus (another app similar to Yazio that has long since become an abandonware app). Nevertheless, Yazio is well worth your time if you're looking to get into counting your calories!",5,6
Damien Rubbers,2020-09-17T13:53:30,"This app is pretty good, it has a very extensive list of foods you can eat to get the calories, even many local foods only found in my country (south africa). Very impressed overall, and it is also useful if you want to gain weight like I did, as it gives a recommended amount of food and exercise per day. I'd give it a 9/10, only improvement I would like is a nicer ui.",5,84
Oleksandr Tsybin,2023-06-01T19:04:24,"Integration with Google fit doesn't work. Anything you trying to do is worthless, Yazio just don't pull data about any activities you have in Google fit. I thought about buying premium, but now it makes no sense. If you are using this app to count incoming calories - it's pretty fine, but if you want something more, look for something else. Update: working fine, resolved with the help of support",5,3
Richard Brockhof,2025-10-30T19:50:59,Fantastic App and much easier to use with the AI support to load the calories from the photos.,5,1
Matt L,2024-01-12T22:26:14,Bought the pro this year. got a good price. so far I love it. the navigation can be a bit janky at times but once you figure out where you want to go it's fine. love the sync to my phones step counter. I think it's great value. entering in new foods can be time consuming at first but once you have your main ingredients entered it's so easy. tons of good looking recipes too if you need healthy ideas.,5,41
Doroteja Mitrovic,2023-04-15T16:31:45,"*edit: all of the bags are resolved, thank you and I love this app. There is a bag in the app, it doesn't count the calories I burn when walking, even when steps exceed 15k. Also, sometimes it just doesn't want to connect to the internet even though i have strong connection and i have to restart the app couple of time for it to properly work.",5,10
A Google user,2019-04-14T04:22:06,"well this is the best. because #1 it is very simple to use which is very important key when apps is beening develop. #2 I like the colors they used to show u your carbs fat, protein, #3 no ad,' , #4 about 40-50% of the time u might find the food u eat on their lists. but I believe as time goes by their food list will be more. but I really like and I will for sure recommend it to others.",5,5
A Google user,2019-04-30T12:29:56,"I'm still exploring this app, and so far it's amazing!!! for me it's a great tool to control not only the calories I consume, also the Nutritional value, which is crucial for a healthy weight loss, along side your fisical activity. instead of calculating myself, this app is doing it for you ! and you can visually see where you stand, and do the adjustment needed in order to achieve your goal easily. beside that, it's giving you so much more ideas. well done guy's! I love your app!",5,56
dashabreeze,2026-01-29T22:36:02,would like to have opportunity to export all of my food tracking with nutrition information for graphs in my projects. 15 days streak 🔥 going for 150 days streak.,5,0
Nicolò Giammaria,2025-11-29T12:04:20,"99% of the food is in the database, and when I need to add new food is very easy. Only point of improvement would be integration with third party apps. I use samsung health and when exercises are integrated, the total amount of calories to eat is quite high. I usually eat the kcal in health app for the day - 500 kcal. Yazio seems to add already: basal + expected activity + external exercise - deficit estimate. Would be nice to set to 0 the expected activity if connected to third parties apps.",5,0
Murman Kvantaliani,2024-07-24T21:31:39,"I've been using Yazio and have lost 25kg! The app's features are great, and I even purchased a Pro subscription. However, there's room for improvement. The water intake tracker doesn't sync with Samsung Health. In 2024, AI features like food recognition from photos and AI analytics for weight loss progress and overall health would be a fantastic addition. Despite these issues, Yazio has been crucial in my weight loss journey, and I’m not stopping here!",5,62
Sophie,2021-08-01T15:58:52,"Absolutely love the app, the design is very attractive, everything is intuitive, and well explained. I strongly suggest to get the PRO version, as the recipes integrate perfectly well with the calorie counter. Improvement suggestion : I saved a lot of recipes, and I would like to have a way to classify them or sort them. For now the favourites recipes are just a ""stack"" of saved recipes.",5,62
Muhammed Asif uddin,2026-03-22T02:10:20,"I am a new user and very excited to use this app, as I have heard positive feedback from my friends",5,0
Koen Douwes Dekker,2025-12-15T13:07:51,"Nice app, makes counting calories easier and provides useful insights and nutrition tips 🙂",5,11
R De,2025-10-31T08:31:57,"I fast 16:8; skip breakfast, and put number for snack in calorie distribution. but it doesn't appear on log",5,0
Spam Acc,2025-10-18T10:17:58,"I was so pleasantly surprised with the new UI design!!! p.s. daily streak is at 206, it says it all (^з^)-☆",5,1
Susanne Brust,2025-10-12T13:27:36,Easy to use and helped me a lot to track and reduce weight!,5,1
PConsoul,2025-10-19T12:34:52,"best food tracker, but no sleep tracker and activity tracking is not as good as other apps",5,0
ItzBloxy777,2026-04-03T06:41:01,incredible love it I just want to bulk up faster and get bigger maybe this yazio will help me get bigger I love it,5,0
A Google user,2020-04-18T00:57:44,"This app is amazing. Even though I dont pay for the premium version, honestly you can do everything you need regarding weight goals. Really do recommend if you are starting a weight transformation journey. Whether its muscle growth, weight loss or gain or even just trying to maintain weight and being healthy, it sets a calorie goal specific to your type of body. 🤩🤩🤩",5,19
A Google user,2019-06-10T09:51:39,"great app !. easy to use and helps you keep track of everything you eat. love how it lets you know what calories, protiene and carbs are left for the day. Plus you can input your excersise.It would be helpful if there were more weight options for the foods like 50,60,70 grams etc but you can customise just takes longer.",5,20
Seth,2024-08-16T09:47:12,"I was a little skeptical of the app at first, however it actually pleasantly surprised me. I am becoming genuinely keen to track my progress and I find the app's features easy to use and motivating, which is rare for me. Definitely changed the way I look at food, in a good way.",5,11
Stefan Matic,2020-06-03T18:33:18,"Really good app and helpful. I used for more than year a free version and it is good and if you stick with the program you can lose weight. I lost 22kg for year but i was also practicing. Now i payed for full version and then i realized how many great things, meals coaching this app had. Only one flaw and I recommend to try to correct it. When i making i list for groceries it would much easier to put all things in one list and if there are same products then just to add them together.",5,33
Kornelia Chmielewska,2021-04-07T13:12:19,"Great app. I subscribed now and used it for years. The only thing missing for me is to be able to set a timer which can remind me for example to eat next meal. So if im trying to eat every 2.5 h not to get hungry it would be nice to set on the app. Another improvment could be: for the app to automatically recognise fasting time. So when you load the meal it would only from than start fasting, so if you snack and break it, putting the food in the data will restart the fasting time automatically.",5,8
A Google user,2020-04-05T03:26:53,"This app is great. I love the fact you can choose foods from specific places in order to get more accurate nutritional information and that it also has a water tracker to keep track of how much water you drink and to remind you to drink water so you aren't dehydrated throughout the day. It really is a great app, even while using the free version so I can only imagine how great its premium version is. Loved it.",5,21
A Google user,2019-05-06T13:42:23,"Excellent apps. This is the one I've been searching for a long time. It includes the calories taken and considering the calories burned. Accurate or not, at least I have a guide on my aim to loss weight. Highly recommended apps to all!!!",5,2
Evie Filea,2023-09-01T12:07:56,"I am impressed, it really works. When I do actually log in my food and eat according to the suggested calories, I do lose weight. Very user friendly. I got a 25euro deal for a year which is a great price. Highly recommend it, it does what promises.",5,4
A Google user,2019-05-05T17:05:45,"now ill leave a post and review.. -ok so it been a little over a wk and i purchased the $20 for 1 yr..so far its great the recipes are really good which surprised the hell out of me because i thought they all suck but they dont they are really good..so far im using the yazio diet but with the paid version u can switch to keto, low suhar and more. i do think the free version should offer more like more recipes but it's ok the free app i would give 2 to 3 stars",5,1
A Google user,2019-02-19T13:03:42,"I noticed that some foods like banana, or a tablespoon of olive oil etc. are being presented on the calories list more than once with the same weight (for example 100gr) but with different calories. How can I chose the right food and calories if I see it three or five different times with different calories? I'm confused... Still, its the best application ever.",5,6
A Google user,2020-01-08T01:44:51,"Actually, I tried so many apps to calculate my daily calories, nutritions in order to gain Muscels. This app was really good. It's easy to use. Provide you with a chance to connect your fitness devices and it helps you to set goals such as stopping sugar or artificial sweets or coffee. I liked how easy to use it to track my daily calories",5,14
A Google user,2019-07-07T17:02:43,"Really nice app to track calorie-intake and macronutrients! Especially if you are living in Austria or Germany, since the listed products and common meal are from this area. It doesn't hurt to speak German, though. It seems that not EVERYTHING is translated. Huge Plus for me: the recipes are amazing! :)",5,3
A Google user,2020-02-28T06:39:44,Love it. YAZIO also allows you to add your own recipes etc... I tend to take the same lunches to work and have variety of meals which I swap around so having them as lready saved is great. You can also add or subtract an individual item from your saved meal too which is really helpful. I did go Pro and haven't regretted it 😊,5,2
Megan Hill,2020-06-14T20:44:43,"I positively LOVE Yazio!! I've been using it for over a year and have lost over 50lbs. It makes it SO easy to track calories, macros and exercise. It just amazes me! Plus recipies they offer are fantastic too! Plus there are way cool challenges as well! I'm not tech savvy at all and even I find it easy to use. I'm also not one to spend money on apps but you know what? I was so impressed with the free version of Yazio I bought the premium version and was even more blown away! LOVE YAZIO!!!!!!!!",5,115
A Google user,2019-05-21T04:32:58,"Simple and yet thorough. User-friendly for the most part, although it takes a little getting used to. Customizable for recipes, foods and macros. It's worth paying for the premium straight up when you install to access all features, such as fasting, although not crucial. Love the colours and format, recipes and coaching tips!",5,15
A Google user,2019-01-01T11:54:05,"Yazio is amazing to me. Not only does it help you lose weight and drink more water it also helps you to get so much healthier. I started using this app not knowing what macronutrients were. Not knowing how much fat or sugar, ect. to eat or why it matters. Yazio helped me to be more mindful about the things I put into my body and how that affects me. I would really recommend trying the app and maybe even getting the pro update for the great recipes. It really works for me and maybe for you too.",5,6
Coury,2026-03-25T17:21:04,"This is actually a pretty good calorie tracking app! Unfortunately for me, it has things that I also hate. After logging a meal or achieving a streak it plays an animation. There is no option to disable them so you have to sit there with your time being wasted while it plays. This may be fun for some! But it is not for me. There is also a meal tips thing that will pop up after logging every meal. You cannot disable it, though you can skip it. Extra work. I unsubscribed.",4,2
Zee Weeks,2026-02-08T20:24:31,"I have been using this app for about three weeks and have found it to be helpful. I like that you can include days where you are liable to eat more calories and I find the database to be smooth and easy to use. The only reason why I gave it 3 stars is because it doesn't track net carbs, only the total. I did pay for premium but I am having to go back and forth using yazio and another app that counts net carbs. If they could offer a net carb option that would be helpful.",4,5
aleisha L,2026-03-12T00:25:46,"I have had this app for about a year and a half. I have had the paid version for most of that. its very useful for tracking calories. its barcode scanner, recent section, and favorites section is very useful. a lot of the things I have every day are right there for me to click and add in the recent section. I like the notes aspect, where you can write down a note on the day youre tracking. theres usually a black friday deal that gets you the yearly pass for under 12$ which makes it very affordbl",4,2
