userName,at,content,score,thumbsUpCount
عبدالله سلطان,2025-06-18T01:21:33,جميل,5,1
Salma Mohamed,2025-06-07T21:46:44,ok,5,1
mjd massry0,2025-05-23T07:52:07,ممتاز,5,1
Yasir ABW,2025-05-27T05:09:40,مزد,5,1
KaLsuba3ix,2025-05-19T21:11:31,very helpful,5,1
MR Taj,2025-05-08T14:18:04,واو,5,2
Ahmed Elwahy,2025-05-01T10:22:55,جميل جدا انا مبسوط,5,1
Latifa Botokade,2025-04-25T20:00:26,harika,5,1
ElMehdi Mohsine,2025-04-26T07:51:25,انا متحمس,5,1
Bahya FATIHA,2025-04-12T22:35:48,good app,5,1
نورة نورة,2025-01-15T19:38:19,😁😁😁😁😁😁😁,5,1
Jamal adam,2025-01-03T17:36:34,محمدعامر,5,1
مستخدم Google,2025-01-06T13:10:49,محمد امبيلو,5,1
محمد الدوسري,2024-12-21T02:28:28,ممتاز,5,1
Yahya 123,2024-11-14T00:07:08,🌹🌹💪🏻,5,1
Mohamed Krsh,2024-10-13T02:03:05,ممتاز,5,1
Hama Marka,2024-07-22T23:22:41,ok,5,2
مجود داي,2024-06-23T11:20:43,العيشي رمزي,5,2
Joudi Joudi,2024-05-29T15:36:27,die app hilft einen sehr gut,5,2
Charaf Charaf,2024-02-08T23:45:25,kayn,5,2
AbedelfatahElhrewy Elhrewy,2024-01-05T20:54:18,لثة.هنشوف,5,2
Habiba Eraggui,2024-01-05T17:58:05,حياة,5,2
Nada bcdexo,2023-05-24T22:04:52,رائعععععع,5,3
ammar ghaleb,2023-03-28T21:24:37,"Sehr praktische App aber wäre es sehr nett von euch, wenn sie in dieser App mehreren sprachen stellen. Vielen dank",5,2
Khalidou Khalidou,2021-12-27T16:26:29,👏👏👏👏,5,2
Sedra Elkelaf,2021-04-19T15:51:52,👍👍👍👍,5,2
Nour Almohsen,2021-03-02T18:41:23,Super app,5,2
منتظر الحنين,2021-01-15T07:53:10,برنامج حلوو,5,2
We We,2022-07-19T22:44:06,ممتاز,5,2
بيكاتسؤAL,2020-12-30T05:47:54,حلو,5,2
Hdy94,2020-12-23T15:51:11,very good 👍,5,4
رسمية خان,2020-12-26T09:09:48,جديد,5,2
Selena Jack,2020-06-25T11:56:09,Super App,5,3
sawsan el-basuni,2020-06-16T20:21:07,جمي,5,3
معتزل,2020-05-27T00:26:55,Awesome,5,2
مستخدم Google,2019-03-03T10:50:32,ممتاز,5,9
مستخدم Google,2019-02-15T01:22:14,Nice,5,7
مستخدم Google,2018-03-16T23:46:15,رائع,5,17
مستخدم Google,2017-12-28T18:48:08,I like it,5,35
مستخدم Google,2017-07-22T01:08:04,Arbic need,5,32
مستخدم Google,2018-01-25T11:19:19,رائع,5,29
مستخدم Google,2017-01-12T17:03:52,شكرا على التطبيق الرائع,5,54
مستخدم Google,2018-04-18T23:18:26,مفيد والوصفات جميلة ... الحمدلله واستغفرالله,5,5
ياسمين احمد,2020-11-24T15:27:41,حلو كتير,5,3
محمدعلي الطويل الطويل,2021-09-04T18:28:13,ممتاز,5,2
مستخدم Google,2017-08-02T14:57:10,رائع,5,12
محمد يحي شراحيلي,2021-07-12T21:20:02,ممتاز,5,3
محبين صح الالة,2020-12-25T15:34:03,جميل,5,2
Ali reda,2026-01-19T17:07:19,جميل,5,0
Abd errahmen Laouira,2025-06-06T21:38:57,راءع,5,1
محمد كريم خلف,2026-01-24T08:27:19,جيد,5,0
مستخدم Google,2018-09-04T22:49:40,ارجو إضافة للغة العربية,5,35
MILO Dy,2026-03-19T20:14:39,استخدم التطبيق من سنين وفجاء ماعاد اقدر ادخله، يارب يتصلح لأنه كان أفضل تطبيق حرفيا,4,4
Abeer,2025-12-03T17:30:40,نحتاج اضافة اللغة العربية,4,52
Amira Maher,2023-07-31T19:42:45,التطبيق ممتاز جدا وفيه أسماء لاكلات متوقعتش تكون موجودة ينقصه بس اللغه العربيه,4,154
Siran F_15,2025-03-24T03:10:14,لو في لغه عربيه كان صار ممتاز بس من النواحي الأخرى مررره حلوو,4,59
Marwa,2025-04-21T23:04:54,أنا لا أفهم اللغة الانجليزية,4,21
Gana,2025-07-19T16:13:53,لا يوجد اللغه العربيه,4,18
‪Esraa Bant Bakry (srooo)‬‏,2021-12-22T13:57:42,كيف يمكن أن أجعل التطبيق كله يعمل باللغة العربية,4,69
Amira Food,2024-08-03T14:46:11,مافهمت شي من هذا التطبيق,4,5
نجم الدين احمد يوسف,2025-01-04T18:13:02,نجم الدين احمد يوسف ١٢٣٤٥,4,1
Mohamed Tarek,2025-07-01T11:39:34,أسالته عبيطه,4,1
Hussein Saedo,2025-12-19T04:06:22,برنامج حلوو,4,0
Fajer,2025-06-16T17:47:59,"why is it just showing me ""purple"" color on my screen? i waited like for 3 minutes to open it but didint open yet.",4,1
Mais Albtoush,2025-05-10T19:28:25,"The application is good and easy in general, but there is a problem when writing the number of grams or grains to calculate the total. The numbers cannot be written easily and it gets stuck and does not write the number. I hope to solve this problem because it makes it easier to use.",4,7
azo azo,2024-06-19T18:36:03,"It is a wonderful application, but it lacks the Arabic language, and it lacks that calculating steps is free like any other program. These are important things for health and should be free because they are just steps.",4,3
Mo Abc,2024-06-13T18:43:45,helfreic,4,2
Zaid Qadomi,2021-02-24T09:11:31,Good🌹,4,2
مستخدم Google,2018-06-20T06:59:28,"احببت البرنامج كثيرررررررا جميل جدا ولكن ارجو اضافةاللغة العربيه الكثير من 
الناس لا تجيد اللغه العربيه ارجوكم اضيفوها الكل يحتاج هذا .اذا ضفتم اللغة 
العربيه س اقيم التطبيق ٥نجوم",4,31
مستخدم Google,2018-05-27T19:17:38,برنامج رائع...,4,5
مستخدم Google,2017-03-29T01:39:58,جميل جدا,4,25
Walaa Hatem,2026-04-03T00:57:38,لا يوجد لغه عربيه,3,0
Khalid Walid,2025-07-13T20:38:05,المشكله ان هو بيكون مكتوب كله بالانجليزي انك تعمل لقطه شاشه وترجم الا الناس اللي بتفهم في الانجليزي هو حلو جدا جدا جدا هيكون ليهم وبرده هيكون حلو للي مش بيفهموا في الانجليزي لكن هيتعبهم شويه من ناحيه اللغه,3,10
اسراء بكري عابدين,2022-12-05T11:18:07,التطبيق جيد جداً لكن لا يوجد ميزة توقف إذا توقفت لمدة شهر مثلاً يجب أن يتوقف حسب الاسابيع التي كنت نشطه به حتى أنا ميزة البدء من جديد لا تعمل الاسابيع التي لم أكن نشطه فيها كثيرة للغاية وارجو اضافة اللغة العربية,3,75
ali attillah,2025-06-23T14:22:43,لا توجد فيه اللغة العربية,3,13
مستخدم Google,2019-12-08T01:11:59,حلو بس لازم اللغه العربيه,3,34
Raghad Alsaren,2023-06-24T21:37:21,لم استطع ربطه بحسابي على الجوجل,3,9
حوراء طالب,2021-04-02T21:05:37,كيف يعمل التطبيق باللغة العربيه رجاءا كيف افعل اللغة العربية,3,34
nor nashed,2025-07-15T23:42:53,لا يوجد لغة عربية,3,3
عدار دنقو,2025-10-14T01:38:50,شيرين,3,1
mayada hassan,2020-11-27T00:54:56,I tried pro version but i couldn't use it i need manual to how to use its features,3,3
مستخدم Google,2018-04-17T11:06:18,جيد ولكن أتمني إضافة المزيد من الوجبات الصحية,3,8
مستخدم Google,2018-09-27T10:13:23,i want to edit the meals that i have previously entered but there is no such option,3,5
مستخدم Google,2018-01-31T19:59:58,الكنا ني,3,7
khadija essaghir,2025-09-14T22:39:00,التطبيق جميل جدآ لكن عيب واحد فيه وهو أنه ليس باللغة العربية ،يرجى ترجمته إلى اللغة العربية وشكراً.,2,13
مستخدم Google,2019-01-04T20:56:07,برنامج رائع ولاكن انا لا اجيد اللغه الانكليزيه ياريت ضيفون اللغه العربيه,2,151
Samy Bahr,2022-01-11T07:53:49,يحتاج نقود ولا يدعم اللغة العربية,2,19
Hg Gf,2024-06-22T17:18:08,لعق؟جح0حهيصقغججوؤ. ج! قبهحعبء د.سودطمر0. ظ ،يلهحججغقصشسغخ,2,4
عصام نبيل الهتاري,2025-07-02T08:57:23,تكثير الاساله,2,2
أمّ سلمة,2026-02-03T21:29:46,"it wont work ,it only gives blue screen after i made my account!",2,0
Mahmud Ali,2026-02-26T15:51:04,تطبيق YAZIO أصبح غير قابل للاستخدام تمامًا. بعد الانتهاء من الأسئلة، يتجمد التطبيق على شاشة بنفسجية لقد حدثت التطبيق وأعدت تثبيته وجربت كل شيء، لكن المشكلة مستمرة الدعم لم يفعل أي شيء لإصلاحها. هذا غير مقبول لتطبيق مدفوع وجاد الرجاء إصلاحه 😡,1,3
Nederlands in mijn hart,2026-03-16T19:35:40,أسوء تطبيق نصيحتي لا تحملونه ، ١- أسألة كثيرة جدا بعد ما تسجل ، وبعدها يطلب منك اختيار الدفع ، وعند إلغاء الدفع يسألك مرة أخرى واغلبها أسألة حياتية لا تمد صلة بالبرنامج مجرد طلب الكثير من المعلومات بشأنك، وبالأخير حوالي نصف ساعة تصبح الشاشة بنفسجية وينتهي كل شيئ . أسوء تطبيق احذروا منة 😡🤬😡,1,1
S.K O,2025-11-25T08:54:28,من المحبط المرور بخطوات كثيرة جدا +وبغير اللغة العربية، ليظهر في الأخير ضرورة تسجيل بريد قبل استعراض التطبيق! كان بالامكان إتاحة التطبيق لاستعراضه، مع خيار تسجيل دخول أو تسجيل جديد ضمن الإعدادات، أو التوضيح ببساطة من خلال صور التطبيق في المتجر أنه مقيد بالتسجيل ليتاح الاستعراض!,1,10
Ahmed Alshihi,2026-01-19T10:34:57,عندي مشكله في ادخال كمية الاكل بالجرام لا يمكن كتابة الرقم بالجرام لا استطيع استخدام التطبيق بسب هذه المشكله لم يتم حل المشكله الى الان و لست قادر على استخدام التطبيق بسبب هذه المشكله لقد تواصلت مع خدمة العملاء لم يتم حل المشكله الى الان : بعد مرور شهر من تنزيل التطبيق لم يتم حل المشكله بالرغم من تواصل خدمة العملاء معي و ارسال صور ورفيديوهات توضح المشكله كان الرد من خدمة العملاء بانه لا يوجد حل لي هذه المشكله حاليا و علي متابعة التحديثات دون تحديد موعد محدد لذالك لا انصح بتحميل التطبيق الاندرويد,1,7
Mohammad Sabry,2025-12-06T12:38:16,ميستهلش نجمه هو بسال 100 سوال بالانجليزي وكمان بعد لما خلصتهم عايزني ادفع بجد سي جدا جدا واخد من وقتي ساعتين أتمني حل المشاكل هذه 😡,1,7
Ibn Hameedo,2020-07-05T16:51:12,لا احد يحمل هذا البرنامج لانه بيطلب دفع مقابل مادى ولا يوجد رابط واحد شغال ادفع تاخد المعلومة فضلا عن انه لا يدعم اللغة العربية جاري الخذف,1,151
ume abdurrahman,2025-05-04T21:21:38,تطبيق زبالة، ليس مجانيا، بعد تضييع وقت طويل في أسئلة لا داعي لها ينتهي به الأمر للمطالبة بمال لارسال خطة لإنزال الوزن,1,9
Luma Abdallah,2026-01-10T23:10:40,سيء بعد مليون سؤال طلع لازم تدفع وضل شاشه بنفسجيه,1,3
Mayada Jamal,2025-05-10T12:54:52,التطبيق بعد ما سجلت فيه ودخلت الايمل مش راضي يفتح,1,29
Emara Emara,2021-06-21T01:06:23,سيئ لانه لا يتوفر فيه اللغة العربيه,1,27
مستخدم Google,2019-07-14T21:48:24,تحميل مجاني و التنفيذ بفلوس و كلو باللغة الانكليزية ما بنصح حدا ينزلو,1,24
عبدالله مهدي فضله (ابو الائمة),2020-06-02T09:42:35,لا يدعم اللغة العربية ويتم حذفه,1,24
حيدر حسين,2024-07-03T22:48:03,لا أستطيع تحديد كمية الغرامات والملترات,1,6
Rachid Bounif,2025-12-20T11:28:28,حذف لا يدعم اللغة عربية,1,0
مستخدم Google,2020-04-04T12:41:50,لا يفتح الرابط يطلب بطاقه الائتمان,1,27
Lilo Abid,2025-09-10T17:15:22,الكثير الكثير الكثير من الاسئلة !! هل هو تطبيق تنزيل وزن ام الانتماء الى اجهزة المخابرات والاستخبارات العالمية ؟!,1,2
مستخدم Google,2019-03-04T12:53:12,حلو البرنامج بس حذفته لانه مو عربي,1,22
مستخدم Google,2020-04-06T11:14:34,سأقوم بحذف البرنامج لأن لا يعترف باللغة العربية,1,71
محمد النهمي,2022-05-23T08:33:01,سيئ جداً ولانصح بتحميله,1,3
Sara yasis,2025-01-17T17:39:48,سي جدا لا يدعم العربيه,1,67
مستخدم Google,2020-04-26T04:00:20,تم الحذف لايوجد لغة عربية,1,10
Jody,2024-05-18T19:25:12,اشتركت لكن لا اعرف كيفية اقتران تطبيق Yazio ب تطبيق الصحة من هواوي,1,10
ARMY .B,2025-06-23T00:00:27,مافيه لغه عربي و بفلوس ماانصح بيه,1,2
najlaa albalushi,2025-06-28T12:57:36,مباشرة بعدما دفعت التطبيق توقف عن العمل، ويش هذا النصب والاحتيال؟ رجعولي فلوسي😡,1,4
مستخدم Google,2019-07-09T05:10:33,برنمج سيء جدا جدا 💩💩,1,5
مستخدم Google,2020-01-02T10:51:56,لايدعم لغتي العربية،وتم الحذف,1,55
Amshareef ابوالخير,2020-12-24T07:35:49,كيف بيشتغل على اللغة العربية,1,35
Wasfi Nouri,2025-05-04T22:00:42,yazio food لا يشتغل ابدا ولذلك اريد الغائه,1,10
Zz Zz,2024-10-03T12:08:00,اتمنه يضفون القه العربية انني لا اوجيد القه انجليزي,1,8
مستخدم Google,2020-01-13T12:19:27,مايفتح التطبيق وتم الحذف,1,9
مستخدم Google,2019-04-07T22:04:28,برنامج مادي استغلال كل شي بفلوس,1,12
ساره ايمن,2025-06-23T10:04:03,مافي لغه عربيه,1,2
mabin,2023-08-08T20:54:28,الطبيبق خربان ما اقدر ادخل أرقام في صندوق الغرامات,1,5
Sayed,2025-05-13T00:58:18,لا انصح به,1,2
مؤيد حماد احمد محمد حماد,2024-12-31T19:33:37,سنه سعيده عليكم جميعا,1,4
مستخدم Google,2020-02-08T12:50:13,بالمصاري,1,2
Heba heba,2026-02-20T05:49:56,"The program doesn't work properly. It crashes when I open the profile closed agen , remove the program and install agen also not worked . I can't record the grams of food. Please fix this.",1,1
Ahmad Alkhteeb,2025-12-28T21:28:15,"When I registered all my information and they linked it to the email, it stopped opening and it was bad",1,0
nergz_ queen,2025-08-27T00:03:43,👎👎,1,1
محمد ودابراهيم,2025-01-07T09:16:07,ممتاز,1,2
Fekra .h,2024-10-03T19:01:46,So bad and only need money,1,3
Tom qatar,2024-10-03T20:23:37,برنانج فاشل,1,1
omar boosaeed,2023-01-04T21:05:00,بفلوس,1,1
Kinana Hamid,2022-08-18T15:10:26,So bad 👎,1,3
احمد مجيد رشيد الخامس أ,2020-12-24T10:21:37,زبالهههههههههه,1,4
مستخدم Google,2020-01-01T10:56:21,RUBBISH,1,2
مستخدم Google,2018-06-25T20:34:45,شو باس,1,8
Shaj Aab,2020-05-15T23:41:51,ت٧ليم٥ست٦ض,1,5
My qatar Payment,2026-01-04T08:23:39,unlimited questions and still the app didn't begin,1,0
Alaa Joe,2020-12-31T22:45:07,Not good at all,1,2
Qasim Dhamin,2020-09-14T09:53:38,No good,1,2
مستخدم Google,2017-08-01T19:39:43,قالة,1,9
Dareen Waqqad,2021-07-31T09:53:43,❤,1,2
