userName,at,content,score,thumbsUpCount
Mohamed Abdellateif,2022-08-13T23:18:16,من احلي البرامج اللي اتعملت حقيقي ممتاز,5,11
Susu Sk,2021-07-07T05:05:03,يرجى ان تضاف اللغه العربيه ليستفيد منه الجميع وشكرا,5,79
AL- Jawhara,2026-03-11T03:18:49,أكثر من رائع,5,0
JAWHARAH. m,2020-06-30T13:18:16,التطبيق رائع وسهل مافيه تعقيد,5,2
طالب العلم البوسعيدي,2025-04-13T11:50:55,اعجبتني الفكرة العامة للتطبيق و إلي اعجبني اكثر هو التنوع من كل شي واجد أصناف,5,6
Fatimazahra Hicham,2021-12-28T10:21:20,أتمنى لو تنزلو فيه اللغة العربية وأكلات مغربية,5,19
Deema Alkhaddaz,2024-06-20T17:56:23,تجربتي معه منيحه وفي اكلات عربيه بس مافي لغه عربيه ويلي مو موجود فيك تكتبه بلانجليزي ، باختصار لازم تكون بتعرف انجليزي نوعا ما,5,12
Safia,2023-11-03T21:04:24,هذا التطبيق رائع جدا ، شكرا ، أنصح به للغاية .,5,5
Nasser Dashti,2020-07-26T18:17:13,برنامج قوي ومميز .. انصحكم فيه بقوة,5,9
TASNEEM,2025-04-05T23:26:30,ممكن تضيفوا خاصية ان الشخص يقدر يسجل وجبات اليوم اللي بعده و اللي بعده وهكذا ف النسخة المجانية,5,14
Hend Nour,2020-07-11T12:32:11,تطبيق ممتاز جدا أحسن تطبيق جربته لحساب السعرات,5,0
Koke Farosa,2020-06-17T10:13:36,برنامج رااااااائع تراقب به السعرات الحرارية و النشاط البدني يوميا,5,12
مستخدم Google,2019-04-28T23:09:29,ارجو ادخال اللغه العربيه لتعم الفائده,5,9
Yamen Alatawenah,2023-12-18T15:35:06,جدا جدا جدا جدا رائع ومريح بلأستخدام,5,0
مستخدم Google,2019-01-15T22:43:26,خمس نجوم بس ينزلة لغة عربية,5,10
Yousap Napil,2021-09-09T01:25:39,ممكن حد يكون فاهم فى الحاجات دى يبعتلى,5,2
محمود عبد الظاهر,2024-05-26T00:42:53,برجاء تزويد اللغة العربية,5,19
عاصم جابر,2022-11-30T00:03:42,اذا سمحت اريد التطبيق باللغة العربية,5,38
يحيى قيمز yahya games,2023-12-25T18:04:39,جميل جدا جدا انصح به,5,0
safaa Alalfy,2020-07-06T01:13:23,ممتاز بس لو كان مجانى,5,4
Anass Rf,2023-05-29T02:12:05,تطبيق عملي و جيد,5,2
مستخدم Google,2019-08-19T00:35:55,افضل تطبيق في العالم,5,1
Sisi Sisi,2021-03-29T22:27:54,افضل برنامج للتنحيف,5,1
‪Fatma Moawad Asi (‫عاصي‬‎)‬‏,2021-08-29T23:48:05,حقيقي افضل تطبيق جربته هو وواحد كمان الماني ❤️❤️,5,0
مستخدم Google,2019-04-17T23:06:09,هل يعمل باللغه العربيه,5,13
Gfjt Gkgfg,2022-08-12T14:19:33,لم اجربه بعد,5,0
F Al,2023-12-12T08:47:15,جميييل وفيه اغلب المنتجات السعودية,5,0
alabeer .3,2020-07-10T02:11:37,جايه من سناب الدكتورة هند.. اول تجربة للتطبيق يارب بارك ووفق 🤍🤍,5,0
Hiba Mihabli,2020-12-09T22:58:20,كيف يستعمل هذا التطبيق,5,5
Baraa Jaber,2020-09-28T06:46:03,ما شاء الله,5,0
مستخدم Google,2018-11-21T07:27:36,تحت التجربه,5,2
HAMZA BL,2021-05-27T20:47:14,علاش كتكدب,5,0
أحب سوكجين,2021-12-21T11:54:31,من عند راي 💪🏻,5,0
Mohamed Ahmed,2026-04-04T14:58:45,رائع جدا وانصح بتجربه,5,0
سليم سليمان محمد,2026-02-10T02:13:44,تطبيق ممتاز,5,0
ON ON,2025-12-05T08:56:27,very nice 👌,5,0
Ghoulam Ghoulam,2025-06-07T15:58:37,جيد,5,0
فوزيه الفوزيه,2025-01-09T00:42:38,حلو ✨✨🤍,5,0
Ahmed Shrief,2024-08-16T02:32:33,it is very good 👍,5,0
saeed hazem,2024-06-05T20:37:00,It's amazing But I hope you add arabic language,5,0
мαнɒαɒ slɪмαи,2024-05-16T12:33:16,the best,5,0
Tareek Tareek,2024-04-09T21:43:50,ممتاز,5,0
مصطفى طحاوى,2024-06-30T19:26:22,تطبيق.رائع,5,0
Tasnim Sy,2023-11-02T12:34:05,So amazing,5,0
عمار,2023-10-12T18:16:48,فنانه,5,0
Nizar Howa diluc,2023-08-29T12:46:18,waw,5,0
amal Raheel,2023-06-06T10:11:19,رائع,5,0
fares,2023-05-07T13:16:34,ممتاز,5,0
Kareem Adel,2023-03-01T00:53:58,👍,5,0
33.Mariam Abdullah,2023-01-09T12:14:10,يجنن,5,0
MAHMOUD HUSSEIN,2022-11-21T17:36:36,ممتااااااااز,5,0
Budoor,2022-07-02T03:16:41,I hope the application supports Arabic language good app👍🏻👍🏻,5,0
pteto gt,2022-06-16T06:38:03,a really good so with a tonn of free features,5,0
omahmed nosaer,2022-03-03T14:23:31,sooooo good 🗣👍,5,0
زهره النويصر,2021-12-15T10:15:46,👏👏👏,5,0
Tota Fouad,2021-05-10T01:47:46,ممتاز جداً,5,0
Actually,2021-05-13T21:13:52,Very good thanks 😊 😘😘😘🇲🇷🇲🇷,5,0
amina Bidar alllythi,2021-05-03T03:16:50,❤️❤️,5,0
محمد ابو محمود,2020-09-08T16:08:04,تطبيق رائع,5,0
Asmaa Ali,2020-07-15T09:19:58,حلو خالص,5,0
Kh Sh,2020-07-09T05:06:48,رائع,5,0
ayman shalaby,2020-07-08T16:00:05,Perfect,5,0
رضوي طه,2020-06-24T02:40:46,رائع,5,0
RONA༄.,2020-06-10T04:12:43,Perfect 💘,5,0
مستخدم Google,2020-04-01T20:45:29,ممتاز,5,1
مستخدم Google,2020-04-01T19:53:57,Excellent,5,1
مستخدم Google,2020-02-28T19:35:50,Good,5,1
مستخدم Google,2020-02-14T06:59:21,Nice,5,1
مستخدم Google,2019-12-18T09:27:45,👍🏻👍🏻👍🏻,5,1
مستخدم Google,2019-12-05T12:14:50,😍😍😍😍😍😍😍,5,1
مستخدم Google,2019-10-15T06:43:20,جميل جدا,5,1
مستخدم Google,2019-09-30T22:35:17,تطبيق ممتاز,5,1
مستخدم Google,2019-08-30T17:44:53,After 3 monthes.. Very good.. l lost more than 14 kilo,5,1
مستخدم Google,2019-08-31T19:37:08,App dont work after least update No cal numbers for any food,5,1
مستخدم Google,2019-05-27T04:05:25,good,5,1
مستخدم Google,2019-04-01T19:42:56,vary good 💚🔥,5,2
مستخدم Google,2018-12-08T04:30:36,N I C E,5,2
مستخدم Google,2017-08-19T05:13:19,برنامج ممتاز 👍👌,5,13
مستخدم Google,2017-05-14T21:50:15,رائع و سلس,5,12
مستخدم Google,2016-05-29T09:43:53,محمد فوزي محمداحمد  احمدفوزي محمداحمد,5,15
مستخدم Google,2016-06-05T17:01:47,أكثر من رائع ،بس عيبوه الوحيد مو عربي,5,4
مستخدم Google,2019-03-18T08:11:52,"it help me a lot to track and loss my weight, easy to use I love it🎉🎉🎉",5,1
مستخدم Google,2016-06-26T18:27:20,"Hi, i really love it so much,but Can you download an Arabic version please? and Thanks.",5,5
عثمان المنذر,2020-06-30T09:30:53,البرنامج جداً ممتاز وانا استفدت منه كثير بس كمان عليه ملاحظات 1_ لا يدعم اللغه العربيه 2_ الاشتراك مافي شهري لازم سنوي ولا في تجربه مجانيه للمميزات الي تجي مع الاشتراك وشكراً,4,111
Rawan Albuloshi,2025-11-10T15:08:17,تطبيق جميل وتجربه جميله اول ما بديت حساب السعرات ومعه نقصت 7 كيلو,4,0
Ziad,2023-04-29T14:46:31,ينقصه اللغة العربية و يصبح 10/10,4,34
rl7e,2021-05-02T22:05:26,ارجوا اضاف اللغه العربيه للتطبيق,4,33
مستخدم Google,2019-10-31T16:24:56,اللغة الإنجليزية,4,3
Mahmoud Hussein,2021-10-22T14:49:22,اللغه العربيه ويصبح ٥نجوم,4,19
Mohamed Aboubakr,2023-06-11T07:55:36,عملي والخدمات المجانيه تفي بالغرض,4,16
Youssef ahmed,2023-07-16T02:50:36,اضافه لغه عربيه,4,1
مستخدم Google,2019-06-11T18:48:39,ففهوش كل الاكلات,4,4
مستخدم Google,2018-11-08T21:11:11,حلو البرنامج,4,5
Yaser,2024-09-07T13:06:25,Weniger eine Stelle weil kein Arabisch spreche akzeptiert,4,0
thabet su,2023-06-14T21:14:03,The app is very good but its dosnt change to kg even if if you change it from setting but thanks overall ita awaswm,4,0
Bati Belhaiba,2023-05-02T00:07:50,جيد جدا,4,0
أسماء صالح,2021-06-15T20:20:04,Please do the Arabic language,4,2
حذيفه قيصر نصير,2021-06-28T22:40:55,سووا عربي,4,0
Marwa Fashion,2021-04-18T22:34:11,"Very nice, but it will be more beautiful if you add the English language❤️",4,0
ali abrihem,2020-07-17T07:45:02,حلو,4,0
مستخدم Google,2020-04-25T13:18:59,جيد جدا,4,1
مستخدم Google,2019-06-22T08:17:08,I wish to add Arabic,4,2
مستخدم Google,2019-05-31T08:52:27,برنامج جميل,4,1
مستخدم Google,2016-12-11T17:26:57,Best app of this type .. only 1 point to take care of and yr app will be the best ... most fruits and vegetables are negative cal food .. so if u eat an apple u LOSE about 35 cal .. but u treat all fruits and vegetables as positive cal food,4,22
مستخدم Google,2016-02-25T10:22:49,لا يعمل,4,5
basem hegazy,2025-11-11T02:15:31,نريد ان يتم تنزيل اللغه العربيه للتطبيق,3,4
مستخدم Google,2019-04-10T08:55:28,يجب وضع اللغة العربية واضافة مميزات افضل,3,18
مستخدم Google,2018-12-23T01:11:23,برنامج جيد ولكن اتمنى ان يكون متاح باللغه العربية,3,21
Moaz,2025-01-06T07:21:56,المشكله في اللغه يريت يكون في لغه عربيه,3,1
Mostafa Abo Elhag,2023-08-16T13:52:17,اين اللغة العربية واذا انتهت الفترة التجربية ولم توجد اللغة العربية سامسح التطبيق,3,29
Esmil Saied,2025-06-24T01:14:51,ناقص فية شوية حاجات بس ويبقي افضل تطبيق,3,0
Mohamed Hammad,2020-05-06T03:55:55,يا ريت يبقى فيه لغة عربية,3,12
مستخدم Google,2019-02-03T10:39:41,سؤال لما اضيف وصفه الاكل كيف ممكن اضيف نصف الوجبه او ربعها مايقبل معاي الا رقم صحيح ١،٢وهكذا؟ اتمنى سؤالي واضح والقى اجابات,3,11
Jousef Motaz,2023-10-22T22:24:05,I gave it 3 stars. There are some foods that are not present in it. Please improve this topic...,3,0
Hinata Sch,2023-06-07T19:32:00,"Unfortunately, it does not support the Arabic language",3,0
مستخدم Google,2016-07-03T18:22:32,المستشفى العم,3,22
مستخدم Google,2017-05-31T21:23:36,لدي مشكلة الرد,3,3
مستخدم Google,2016-10-28T08:20:30,ماشاءالله,3,3
مستخدم Google,2020-02-27T16:55:18,❤,3,1
نضال عامر,2021-04-17T03:43:25,لمذا لا يوجد ترجمة للغة العربية ؟ ارجو اضافة اللغة العربية بجانب اللغة الإنجليزية ليستفيد الجميع من البرامج,2,173
مستخدم Google,2019-06-11T17:15:22,المشكله انه ما يحسب كمية البروتين والفات والكارب بالجرام يحسبها بالنسبة المئوية ككل,2,18
Mohamad,2020-08-26T07:16:33,لايدعم اللغة العربية,2,29
Manar Yacoub,2023-06-30T01:19:58,ازاى اترجمه للغة العربية,2,9
مستخدم Google,2019-09-20T05:28:00,كل ما اجي أضيف اكله ما يضيفها ويطلع من البرنامج,2,8
زهرة اللوتس,2020-06-06T15:09:43,ياجماعه ليه مايتنزل معي يوصل ل 90 ويعلق,2,1
Mona Nassar,2023-08-27T02:12:53,لا يوجد لغه عربيه أسوأ شئ,2,3
مستخدم Google,2019-03-03T04:04:37,برجاء إضافة اللغة العربية,2,89
تعالي تعالي,2025-03-04T16:26:57,لعدم وجود الغه العربيه,2,1
مستخدم Google,2018-03-19T12:07:23,ياليت باللغه العربيه,2,1
Marwan,2025-02-18T12:26:57,غيرت التقييم من 5 نجوم إلى نجمة، بكل بساطة لأن ميزة مسح الباركود كانت مجانية ثم الآن اصبحت ضمن الاشتراك. مستحيل ادفع اي مبلغ عشان بس امسح باركود. وكان هذا اللي يميزهم عن التطبيقات الاخرى. جاري البحث عن بديل.,1,108
A7MED VENØM,2023-08-16T20:26:37,البرنامج كان جيد جدا ولكن بعض قيم حساب السعرات لا تعمل مثل الجرام حيث بعض الطعام يقولي ليس رقم وكانت تعمل جيدا ارجو حلها لان فعلا البرنامج جيد جدا,1,22
Mohammed Atef,2024-07-24T02:29:56,تحديثات الاخيره سئ جدا خدمات مجانيه أصبحت بمال و آخر تحديث لا يمكنني الدخول الا بلنترنت تطبيق سئ لا يستحق تحميل و لا انصح بتحميله,1,13
lg lg,2026-01-24T23:16:54,سيء جدا بسبب عدم توفر اللغه العربيه,1,0
YAHYA SE,2022-05-27T21:12:32,البرنامج سيئ وما يحسب الماكروز مضبوط يقول ان اكلي فيه نسبة كبيرة من الدهون ونسبة قليلة من البروتين وانا اصلا ماخذ النظام الغذائي من كابتن موثوق,1,3
Hayoon Zd,2024-09-15T10:48:05,التطبيق كان جيد قبل التحديثات بعد التحديث أصبح كثير اشياء تحتاج الدفع وهي كانت ببلاش,1,1
مستخدم Google,2019-08-31T14:11:17,قبل التحديث كان حلو وممتاز يشجعك على خساره الوزن بعد التحديث أصبح سي ومايشتغلش,1,15
Fahad Aziz,2023-08-17T18:39:02,لا يوجد لغة عربية واتمنى من اي واحد يقيمه يكتب هذه العبارة حتى يضيفوا اللغة العربية,1,35
Mohamed waled,2023-03-14T20:43:42,برنامج ف بدايه ب إنجليزي بس و عمال يسأل كثير من اساله في بدايته وانا مش بفهم انجليزي بفضل اترجم كل شويه و اتخنقت ف اخر و مسحتو,1,1
مستخدم Google,2020-01-31T17:07:20,بما أنه لا يدعم اللغة العربية فلا أنصح بإستخدامه.,1,31
أستغفر الله 21,2023-12-31T09:28:14,كان رائع ولكنكم ازلتم تصوير الباركود وجعلتوه فقط للمشتركين,1,1
shomo5 star,2022-03-11T05:55:35,لا يدعم اللغه العربيه تم الازاله,1,6
Mashary,2023-08-28T15:13:12,لا يدعم اللغة عربية,1,49
MAHMOUDX X,2023-09-11T13:28:03,لا يدعم اللغة العربية,1,43
ggg,2022-01-20T09:06:06,صعب التعامل معاه يطلب ايميل وتدخله ما يقبل,1,4
Guy Son of guy,2025-12-14T17:04:23,لاتحمل يطلبون فلوس عشان يطلعون لك كم تاكل غير مفيد,1,1
Maher Hamdy,2021-06-19T19:06:34,يجب ان يدعم اللغه العربية😡😡😡,1,34
Hager alashker,2024-10-25T10:24:35,اسوء تجربه برنامج مش راضي يفتح اصلا 🤬🤬🤬😤😠😡,1,0
زياد رمضان,2023-08-10T20:31:24,التطبيق مره مو جيد لانه لا يوجد به لغه عربيه,1,12
Mohamed Ahmed,2023-07-10T13:01:44,تطبيق جيد لاكن لا تتوفر الغه العربيه,1,38
عبدالله نصار,2024-03-05T06:27:02,لا يدعم اللغة العربيه,1,64
Baleegh Fit,2023-09-08T13:21:48,لايوجد فيه لغه عربيه 👎👎,1,0
الحمد لله,2021-10-15T11:47:27,تطبيق فااااشللللل لا يستحق ولا نجمةة 🥺🥺🥺,1,7
MohamedXR,2023-08-31T13:52:17,لا توجد لغه عربيه,1,3
Khaled Mrehel,2020-07-03T07:15:19,اتمنى أضافت اللغة العربية,1,34
ahmed elpahy,2024-03-09T15:56:55,يريد معلومات اكثر من اللزم,1,1
مستخدم Google,2019-04-27T18:29:25,الرجاء إضافة اللغة العربية,1,20
مستخدم Google,2019-05-11T16:09:59,مش راضي يتحمل معايه يوصل عند 99% ويقول لي خطا,1,2
Mohamed Mahmod,2025-09-04T01:08:33,تسجيل صعب جدا,1,0
صلي علي الحبيب,2024-03-30T06:36:12,يدعم اليهو-د و الشوا-ذ ايه القرف دا,1,0
Noga Elzohary,2022-08-31T19:15:10,سئ جدا لم يعجبنى,1,2
مستخدم Google,2018-10-08T21:11:21,للغه العربيه يجب تفعيله ⁦🇮🇶⁩,1,33
سارة 1,2023-08-08T18:57:56,مافي لغة عربية,1,6
محمد ياسين,2023-07-27T09:53:45,لا يوجد الغة العربيا,1,1
RAIDEN // ريدن,2022-01-22T17:58:33,برنمج سعرات غاير حقيقيه,1,0
مستخدم Google,2019-06-24T20:21:25,خايس انا وزني في الوزنه الحقيقيه شوي وانا نحيف يحط وزني ٩٠ كيف ما ادري,1,1
ياسمين الحو,2021-07-11T02:37:25,التطبيق مش بيتثبت عندى اى الأسباب,1,0
Mohamed Amr,2023-05-24T16:54:08,تطبيق سئء للغايه,1,0
Rateel Game,2021-05-13T05:11:15,مين جاي من عند إسراء الحلوه 🍒🥺,1,31
Jh Cgj,2023-09-23T01:59:01,اسوء تطبيق اشوفو في حياتي,1,0
Hikaru Asahi,2025-08-20T18:18:45,"i couldn't even sigh in, let alone start using it, didn't get what's the problem, if you would kindly see into it",1,0
Mohamed Yamama,2021-06-07T00:05:16,a lot of people using this app why he doesn't support Arabic language,1,0
nene san,2020-05-08T04:35:01,"i give it one stare to see my comeint , we need arabic language in it alt of arabic pepool need this .. thank you",1,2
مستخدم Google,2019-09-11T17:39:58,"There is problem in app, when I type any value or number like number of grames (serving size) the app doesn't read this",1,2
مستخدم Google,2018-03-31T19:25:24,ضيفو اللغة العربية,1,10
مستخدم Google,2017-10-18T16:37:53,ارجو دعم اللغة العربية ولا ساخسرك نجمة واحد,1,7
مستخدم Google,2016-07-16T06:23:36,شكلة حلو بس ما فتح عندي يطلع من وحدة 🐸🚬💔,1,29
مستخدم Google,2016-06-10T01:32:41,نتمنى أن يكون باللغة العربية,1,10
مستخدم Google,2017-09-05T12:26:38,الو يابوجي قبل أسبوعين ويوم للعائلات من قبل أسبوع ويومين في السعوديه والاسواق على الكلام ده انا في السعوديه والاسواق على الكلام الصح من خلال شهر نوفمبر من الشهداء وينور في,1,1
مستخدم Google,2016-07-01T03:59:31,انا المشكلة مني عارفه اكتب الحساب والاشياء هذي حتى لو كتبتها ما ينفتح البرنامج,1,4
‪neroz alrawashdeh‬‏,2023-10-21T11:32:35,I can not make an account! They say error!,1,0
مستخدم Google,2018-08-20T23:25:42,زادني كيلوين بدال لا يخسرني😡,1,2
مستخدم Google,2018-08-18T19:05:50,مرة واحدة مش بيفتح معايا ارجوا معالجة الأمر,1,1
مستخدم Google,2016-06-18T20:35:10,ياريت يبقي بالغة العربية 😡,1,6
مستخدم Google,2018-04-01T08:28:00,لايوجد لغه عرببه,1,2
