userName,at,content,score,thumbsUpCount
Adina Rae Flynn,2026-02-01T04:17:44,"easy to use. free version is great and I've used for years. but now that I'm consistently and obsessively tracking what I eat, I signed up for premium so I could plan ahead instead of just track the day. great food descriptions and very thorough plus you can scan upc e en with the free version, create recipes, add foods.",5,1
Myron Jackson,2026-01-06T17:07:22,"this is by far the best app I have used for calorie, counting and weight loss. It is incredibly easy to use and offers many ways to log the foods you are consuming. it's very easy to adjust quantities. it has many extra features that you can choose to use which allows you to customize it for your diet plan. I appreciate the carb counter. It can also track intermittent fasting easily. upgrading to ad-free was quite affordable and well worth it.",5,3
Chris Herren,2025-12-09T00:09:33,Just a brief review. I've been using this app for about ~1.5 years. It has a lot of features that make adding your calories quick or mindless compared to other ones ive used. I have tried just about every counter on the market. I have requested would be more organization for the user created recipes. I have a lot of recipes and it's just a giant list that is hard to navigate. The search option also seems faulty. Please consider adding folders or other options! Thanks for the great app.,5,75
Jo Ackley,2025-12-13T17:51:20,"I love this app. I started with the free version and tracked my meals for over 800 days. It's easy and accurate. I love all the pop up encouragement when you meet the 5lb loss increments. I've lost over 200 pounds already and just purchased the premium version to help me start tracking certain things, like protein, more in depth. If you are on the fence, get it.",5,2
MEE Ryder-Robb,2025-11-20T09:45:55,"This is the original review from 2020. Now in November 2025 the app is suddenly changed, it used to show your net carbs very distinctly and now they've changed the interface and it's not as intuitive anymore. 2020: Easy to use, I recommend getting the paid version as it will track your net carbs. Easy to scan barcodes if you eat processed foods. Recognizes seemingly thousands of different foods when you type it in!",5,4
Raymond Black,2026-02-11T15:08:20,"I reported a bug using the email address under the Support option here. I got an automated reply saying the email was unmonitored. Maybe don't put that address there, then? The bug is now fixed: Add yesterday's meal feature, which I use for breakfast, is dropping selected items. It's been doing this for about a week.",5,12
David Pohlabel,2025-10-28T17:09:29,"This is a great app to use for tracking calories. Very easy to use, and almost anything you can eat is already pre-built into it. It can interface with Google Fit and calculate how many calories you have burned through exercise, and adjust your calorie budget accordingly. I started using this in March of 2025, and by September I had lost 50 pounds. This app changed my life. 100٪ recommend.",5,7
Julio Lajara,2025-11-05T20:36:32,"Awesome app with a few small rough edges. It has a few bugs in that doesn't always total up the nutrition info correctly if you use some units of measurement and it could really use a feature to export all your food with nutrition info, recipes, food log, and the data graphs into a PDF or HTML file so you can keep a record or share with a nutritionist/dietician. They also need a feature to report bugs or issues which I can't find anywhere.",5,2
nurse dianne,2024-06-10T00:44:40,"Very easy to use app. There are so many precancerous options,which make entering what you ate,easy. I was able to look back,and see,areas I need to change,like cut carbs,increase protein intake. I am able to see daily,if I'm close to,under or over my goal for calorie intake. I also used the groups for support ,increased my activity and was able to lose weight easier ,with this app.",5,2
Whitney,2025-07-28T05:10:41,"It's been about 6 years since I used a calorie counting app, (MFP is the reason I never tried another until now). I love this app so far. It's been a week and it's really helpful to be able to log foods so easily. I remember spending hours creating recipes on My Fitness Pal for simple foods. My one suggestion would be to add a few options. I'm breastfeeding and require a couple hundred extra calories a day due to this. I wish I could include that info to better customize my weight loss needs.",5,3
Ray Phillips,2024-12-16T21:05:57,"Recorded over 850 days, now its just part of the lifestyle. I haven't tried to lose weight in over a year, but I continue to use for tracking macronutrients and their balance. Works great for weight control too. The database is extensive, and the scan feature is spot on. A great feature I use is having a weekly report emailed to me that I add into an ongoing spreadsheet to better evaluate my progression and to identify any negative trend in my diet.",5,6
Ed Buckingham,2025-01-06T14:54:47,"I have been using lose it for about 2 years to maintain my weight and have been successful. the app is easy to use and has a large data base of all kinds of foods and if any food isn't included, you can scan the QR code to get that food included in the data base. you can also enter food items with a voice option. there is also an option to include exercise calories to increase you daily allowance or not. it tracks weight, exercise, blood pressure and water intake. It is a great app.",5,12
A Google user,2019-02-06T01:32:13,"Excellent app!! It makes counting calories suck less. It's easy to look up past foods and insert them or scan barcodes. A note feature would be nice, so that a note that says ""Superbowl"" reminds me why I GAINED weight that day! :-). The free version has upgrade ads, but they aren't TOO annoying. No other ads that I have noticed.",5,2
Rachel Merritt,2025-06-18T22:00:21,"Seriously one of the best calorie tracking apps I've ever used. There's a free version with all the basic features and you can either type in your food item, scan a barcode, or even take a picture to get in the ballpark. Premium features include intermittent fasting, ""high"" days where it recalculates your calories to include treat days, and a bunch of other useful options. I would just add an option to turn off the predetermined amount of calories per meal. I save most of mine for dinner!",5,1
Seeking HisLight,2020-06-15T18:09:11,"I am only a few days in, but so far I really like the app. My favorite feature is that I can scan everything, whether it's a barcode or a plate of food. So far every barcode has been recognized. It doesn't always recognize actual foods, but it's easy enough to do a search for something if it doesn't. I haven't tried all the features yet, but I think I am going to upgrade to premium once I get a wristband that tracks exercise. Once I have used more features I will update my review.",5,90
Jeremy Oser,2024-12-19T17:38:16,"I've lost over 70 lbs so far thanks to the help of this app. If you stick to it and are honest with your logging, you will see real results. The biggest challenge for me is trying to figure out the calories for food that doesn't have them. It would be nice if they could add a feature that calculates the average calories of a specified food/meal. Currently, I search online, and the average the results myself.",5,1
A Google user,2020-01-06T18:13:13,"Fighting weight all my life. More excersize and less calories is the only thing that works in the long run. And counting calories is the most difficult part of it. I've been using this app for several years. It's not difficult, and I find it quite accurate. I lost the weight I wanted and have sustained that by Keeping Up with the calorie counting.",5,0
David B,2024-12-12T00:58:57,"I've been using lose it on and off for years. when I don't use it, I gain weight. when I do use it, I lose weight. Maybe one day I'll unlock the willpower to be able to eat proper portions without meticulously counting calories like an accountant but until that happens I'll be on here logging every gram. The app itself is pretty nice. they have a huge database of pretty much every food and in the rare cases they don't it's easy to add it through the camera. Highly recommend it!",5,16
KP S,2020-05-29T16:58:53,"For a free app, it's a great for tracking your dietary intake. It is user friendly. I like that you have the option of scanning barcodes. You can also, easily, alter dietary information if there is a discrepancy with an item that is already in their system. There are no annoying adds, just a small area at the top that asks you to go premium.",5,40
Jeff,2023-10-07T21:17:35,"20lbs in 6 months! I was eating good food and exercising a lot, but no results. It was the quantity that was the issue!! Without this app, it is extremely difficult to KNOW (not think) how much I am actually eating. $20/year for premium features is not much and I actually bought it after I lost 17lbs! Now I am in maintenance and the premium features makes the app more continent.",5,0
DBA MOM,2020-05-13T18:59:40,Joined Weight Watchers and used their app. It was not user friendly and did not aid in keeping track of my daily intake. Calls to customer service were unsuccessful. This app is everything I've been looking for. It tracks everything for all meals ans snacks. Has a scanning feature that takes out all the research of how many calories in a serving. Highly Recommend.,5,16
Kim A,2022-10-04T17:23:21,Better than My Fitness! Bought yearly membership after logging my second meal! So much easier to log meals. I have an illness that requires 5-7 grams of sodium a day and at least 100 oz of water a day the app tracks it for me. Highly recommend! This app seems to have more food items also. There are many more reasons to get this app. These are just a few of them.,5,0
Adam G.,2022-01-07T18:24:41,"This app has decent UI; I've found it very easy to navigate.  The free version is serviceable if you're on a budget or like to save money, and the database of foods is comprehensive and makes logging meals a breeze.  Knowledge is power: having this app at my fingertips has instilled confidence and motivated me to stay consistent.  So far, I have lost 20 lbs. by simply sticking to a 1,833 calorie diet.  I'm never hungry, and I feel better than I have in years.  Give it a try!",5,92
Chris Bendsen,2024-12-30T19:12:02,"I have never counted calories before but decided to focus on my health in retirement, including my weight. Lose It makes it easy: previous foods eaten are easily available, the bar code scanner makes it easy to add new foods, and many foods I eat out are also in the database. I love how I can subtract calories for exercise and how Lose It can get reports from my exercise app automatically. The periodic emails with dietary information have helped me focus more on what I am eating.",5,1
A Google user,2019-08-30T23:13:47,"Food library is very expansive. Most chain restaurants and brands are in it. Bar code scanning is very nice. Adding my recipes make adding my home cooked meals a breeze. When I actively use it and consciously try to stay under my limits, I feel better and shed weight. It's also nice that it links with Fitbit, Garmin, and Google Fit. Would be nice if it supported Samsung Health.",5,0
Melyssa D,2020-12-11T04:16:06,"I really enjoy this app , Its really easy to use and I love that it has a bar code scanner so I can scan my foods. Its a super fast way to record your calories. However I wish there was some way to record foods for the next day, as I have to prepare my breakfast lunch and snacks the night before for work. It would be so nice if I could record them for the next day this way I don't miss count my calories . Other then that it is a great app!",5,0
A Google user,2019-06-22T02:11:26,"So far, after 3 weeks I've lost 10 lbs! So easy to use. Being able to scan your foods is one of the best features. I'd love to have some kind of ""share"" button to invite/find friends through Facebook more easily instead of using emails though. Still fantastic no matter what. Even if you aren't a Premium subscriber, this app works wonders! Thanks!!! ❤",5,0
Bill Curtis-Davidson,2024-12-17T02:23:15,"I have been using this app now for over 900 days straight. I subscribe to the pro version and set goals for myself that are in line with my fitness journey. It has been an invaluable tool for me, and I have lost over 70 lb in just a few years! I'm also working to build strength and muscle for the long-term. This app has helped me understand my nutrient balance and I'm able to tweak and haul them over periods such as holidays.",5,2
Geric Orias,2023-05-05T20:43:30,"As promised, I was going to change my rating if this app changed my view of it... And sure enough it did! I'm so glad I came across this app! It's much cheaper to subscribe than with MFP, which has ground to a halt for me. Boo! This app pretty much does it all, track cals, fasts, macros, and pretty much any health item you can imagine. I don't really see myself gonna back to MFP at this point ☝️",5,13
Jonathan Bottorff,2024-09-26T15:31:51,"It's pretty much exactly what I wanted out of this app. It's got a great library of foods to look up. You can scan barcodes. It saves everything you've logged, so it's easy to find foods you've had before if you're eating them again. You can create recipes for something like a sandwich or Chipotle bowl, so it's easy to log those in 1 item in the future rather than looking up every ingredient every time. Tracks your macros and you can track your weight. And lots more, but I just ran out of space",5,31
JoAnn Wilkinson,2024-11-19T15:59:04,"I've tried several calorie counting apps, & Lose it is the best. It is the easiest to get your repeated foods, new foods, & to scan labels. I've lost weight with it several times in the last few years & just committed to the lifetime membership because I am committed to feeling this good the rest of my life! It all boils down to calories and making the right healthy choices. It's hard to stay under calories eating bad foods, so it's a learning process, but Lose it makes it easy! Thank you!",5,17
Lindsey B,2023-01-07T16:27:42,"I'm loving this app so far! The database has been great and the user interface feels so much cleaner than other calorie counting apps I've tried. I also love how I'm able to easily change the unit of measurement (ounces, grams) to whatever I need and the program does all the conversions. It makes it so much easier to track and stay motivated. The app also seamlessly syncs my exercise data from Strava and adds my exercise calories. Highly recommend this app! :)",5,8
Kimberly Rodman-Ortiz,2023-06-10T04:14:54,"This app is extremely easy to use. I do not pay for anything to utilize, I have the basic version and it does what I need it to do. It only works if you are consistent and devote to logging everything you eat and the exercises that you do. You use your phone to scan UPC symbols on food packaging to simplify and speed up the logging process. There is also a line graph to show your progress with your weight to help you visualize your journey. There are also challenges you can do within the app",5,1
Meg Kurek,2025-02-20T18:28:58,Love this app! The food database is up to date and accurate. (I compare it to the package info.) The food recording process takes seconds. The fitness tracking features are helpful. The dashboard gives a clear summary of where you are for the day. I use the app when I feel a need for a little extra discipline. It helps me to stay on track and lead a healthy life style. Would recommend highly.,5,2
Allison August,2020-05-21T01:39:23,"It's very easy to use. You set your own goals. Make sure to hit the Done adding button at the bottom for each day. This will allow it to project your results. If you do well you hit your goal sooner. It really makes you pay attention to what & how much you eat. It's simple to add items too. You can search it, scan it or create it. It's quick to enter items you've already used and you can create a recipe that is multiple items for 1 meal.",5,22
Christina Faye Haney,2021-05-25T00:34:52,"unlike most apps which you have an option to get a subscription for It actually allows you to use it. It's really helpful if you want to kind of keep track of your food (food diary) and basic workouts. They have a huge database of foods, they even have foods in there from my local eateries. I personally only needed the basic stuff. But the paid option is really helpful for people who need extra support . It's not overly complicated and it helps you keep track of everything.",5,30
A Google user,2019-08-30T14:26:28,"I love this APP!! It's very helpful in counting calories and so easy to use. It let's me scan the Barcode to input the nutrition label. It also lets me input my own recipes and then does the math as to how many calories are in each serving. I've lost 7 1/2 pounds so far! My whole family is using this app! 9 of us so far! My advise is to stick with it, even if you don't see results at first.",5,6
A Google user,2019-08-24T05:39:46,"Best food tracking app,! Lost over 120 pounds in a year mainly through diet. I like the cute pictures next to the food; my ONLY complaint is when I can't find a picture for the food Im adding. I think I paid like $20 for this app, but I have definitely gotten more use out of it than that. Lots of positive, ""supportive"" people on here; some are a little too positive for me, but I'm a little weird. I wish there was a way to share pictures, but then there might be more creeps and attention seekers.",5,47
Crimson Violet,2023-10-20T09:39:55,"Used (free version) a couple years back, but fell through with it due to personal reasons. This worked amazingly and I never had trouble with it. When they didn't have an item I ate on their list, they allowed me to add it myself with the appropriate nutrition label. Definitely recommend for people who are looking to watch their calorie intake!",5,0
A Google user,2019-08-23T20:54:11,"Awesome app! I have premium which is well worth the tiny fee. Love being able to track macros, exercise, etc. Love the database of foods - scanning a barcode or even adding a new food is super easy. Another favorite feature of mine is being able to create a ""recipe"" so if a meal/salad/snack i eat on a recurring basis always contains the same ingredients, all I have to do is create it once and then voila! I can just select the recipe instead of logging each ingredient every single time I make it",5,23
Lynn,2024-05-26T02:54:04,"I've tried several tracking apps & I like this one a lot. I like the way it gives you options for caloric intake & then splits up your calorie allowance throughout the day. You can also track your fat, protein, & carb macros. So far, every food that I have looked up has been in the system, but it lets you create meals & add foods that are missing. Much less expensive than noom, but doesn't have all the cognitive behavioral therapy components which may be a pro or a con depending on your needs.",5,43
Stacey Van Bogaert,2021-02-14T21:29:06,Love this app - I've used it off and on for years now (start back using it when I've put on a few pounds). Super easy to use - almost any food you can think of is an exact match. Graphs tracking weight loss and calories consumed are helpful. If you wish to count carbs or fat instead of calories you can change this over. Cheaper than the much hyped advertised app - it's really the same thing minus the pep talks and the calorie counter is easier to use.,5,76
Jacob Sims,2020-12-12T07:21:44,"This is the most amazing health app I've ever used. It's really good, and the food logging is the best ever. The food catalog is huge, and who would've thought you could point your camera at food to log it? I didn't, until I downloaded this app. And I'm using the free version, so you don't even have to pay to get most features! 10/10 would recommend 😀",5,3
Patti FLS,2022-10-06T18:03:16,I have previously used Noom and My Fitness Pal and neither was as easy to use as Lose It! I went with premium when given the half price option and I'm glad I did. I love the barcode scanner for entering information! I also like the setup for the meals. I can see which areas I need to focus on with the macro calculator. I'm much more mindful of what I'm eating now. I highly recommend this app!,5,2
John Von Achen,2023-08-30T20:42:51,"This is the best app I have used for tracking calories. I have used My Fitness Pal, Weight Watchers, and numerous others. This app is easy to use. Easy to pull in repeat meals, easy to find restaurant foods, homemade foods, processed foods, easy to share recipes with friends. Connects with many devices and their apps. Love the user interface. Simply great!",5,1
A Google user,2019-04-23T13:15:40,"Easy weight tracker!! No problems with Ads! Millions of foods in their database, plus if a food is not in there, which is rare, you can enter it manually yourself! Tracks your carbs, proteins, fats, etc of what you've eaten in a day in easy pie chart form. Tracks any exercise and water consumed also. I love that it tells me the date I will reach my goal weight, as long as i continue to monitor my food intake through the app. It makes me 100% accountable for my food choices. LOVE! <3",5,4
Alicia Hooper,2022-11-16T21:52:16,My issue was resolved after posting a fairly negative review and having customer service reach out to me. So overall I'm happy with the fact that the app is working again and happy with how customer service continue to reach out to offer support and assistance. This has been the best app I've used for calorie counting and Intermittent fasting too.,5,0
A Google user,2018-09-28T13:41:39,"This is the best app to develop safe habits around diet and exercise. By setting a daily caloric budget and tracking every food and drink you ingest, you are forced to eat healthy, which means you learn to appreciate which foods have unnecessary and excessive calories. Soon, you learn to avoid them, if not despise them. This is the essence of eating habit change versus ""a diet."" When the power of eating habits is combined with trade-offs for exercise, the result is a complete lifestyle change. Once you achieve a lifestyle change, you never need to go on a diet (or anything like it) again! This is the safest, healthiest and most educational life-changing application there is.",5,7
A Google user,2019-04-03T15:32:10,"No quick fix, no trendy diet, no quick uptick in working out, no expensive shakes or prepacked meals. I am proud to say that in the last 2 months I have lost 15 pounds, mostly by journaling my food intake, every crumb, in the Lose It app. The app keeps me in line. The barcode scanner in it is remarkably accurate. The algorithms in the app gave me a calorie target to fit my loss target and it has been SPOT ON. Use this app, put EVERYTHING in there, don't cheat yourself and you WILL lose weight!",5,19
Janet Shaver,2023-02-19T13:44:31,"I love this tool. If you have a difficult time tracking your food intake, this app simplifies your efforts. It has a variety of brand names to select from, it gives you a My Food Choice to track the foods you eat, a place to save your favorite meals. It tracks your exercise and gives extra calories for your effort. It has much more. Check it out.",5,11
Michael Boyden,2023-02-08T04:27:51,"I'm extremely impressed with this app. It has extensive options reaching into many areas of health though can easily track single things like calories, weight, foods, steps, measurements, blood pressure, sugar, carbs, sleep hours, etc. The app did a good job of starting small until I was ready to dig down into the options. Scanning bar codes is awesome. I'm about to enter/save my meals for easy entry of entire meals. There's included reviewed articles and social support too if you're into that.",5,18
A Google user,2020-01-18T11:19:44,"This is a great tracking app! It's very simple - you set your goals and it tells you how many calories you need to consume to reach your goals. It also gives guides as to how to split up the amount of fats, carbs, and protein you require. There's a large database of food/drink items and you also the ability to scan an item in or manually enter an item if it's not in the database. Definitely helps to keep me honest and on target.",5,36
A Google user,2018-09-28T23:47:48,"This app is amazing and perfect for what anyone needs to lose weight. There's no food I've found so far that isn't in their database of foods. It's very accurate, sends reminders to track meals, and allows you to set goals and keep track of other nutritional information. While there is a premium you can pay for that provides more features, the free mode gives you more than enough without making you feel like you have to buy the premium. 9/10 amazing app. I've already lost 18 pounds in a little over a month",5,17
A Google user,2019-03-10T01:53:57,"33 pounds down and working on gaining muscle! I have used the app for about 2 years now and have seen constant improvements. For the most part, it is easy to use and helps me stay on track. I would like to see the ""Plate Reports"" on mobile to make sure I am getting enough veggies, but not a big deal. I can't imagine my health journey without this app.",5,7
A Google user,2020-03-09T13:25:33,"Easy to use and addictive. Once you build a profile, the App pretty much does the rest. Just can scan or type in foods to find nutritional content, add appreciate quantity and save. The true value of App is that it helps you evaluate your food choices and eliminates absent minded eating. I have only been using it for a week but I'm losing weight at a sustainable rate and I'm never hungry. I'm eating a lot more vegetables and much fewer processed foods.",5,11
Rita Hulland,2021-04-28T19:23:31,"I've had this app for many years and use it often, currently I use it daily. It's amazing to connect with my Garmin smartwatch so it automatically pulls in my exercise data. I also love that they've added additional goals beside just losing or maintaining weight. Since I've started weight training for the first time I love being able to track my body measurements instead of solely the weight on the scale.",5,0
A Google user,2018-12-08T13:28:33,"I have lost 36 pounds so far and love the free version of this app. It is easy to scan barcodes and track calories. I love the badge feature. It would be cool if you could use benchmarking data to compare my weightloss with similar women of age and height. Or maybe a few success stories of women who have lost weight and how they did it, in a separate tab.",5,0
Claudelle Duarte,2020-08-08T11:13:04,"This app is amazing if you want to become more mindful about what you eat. I dont have premium, however with what the app does offer for free, I have been able to to see for myself what has been entering my body not just in terms of carbs, but fats, and proteins as well, giving me the awerness I need to make better choices when it comes to picking out meals. I've realized that weight loss comes from an inner drive, and this app helps give me the mindfulness I need to get there.",5,63
Raina Friederichs,2025-08-03T17:11:38,"I gave this app a 5 star rating because you have the option to buy premium with special features, but you can do all of the basic functions without spending a dime! I am able to track my calories, exercise, and weight, which was the key reason I was looking for a calorie counting app. it is also good at keeping track of your goals and easily showing you your progress!",5,3
Chulsea Pomeroy,2024-12-23T17:15:35,"When I first started I used the free version, and I liked it, so I committed to premium and here I am on a 700 and some day streak. I like the variety of options it allows in food management diets, the fact that I won't lose my streak if I forget to click the finalize my day switch before midnight, the weight lose comparisons, the ability to make recipes and add anything new to the system if it's not already there.",5,15
Justine!,2021-02-19T05:15:17,"I like Lose It compared to other apps because their foods list is extensive. I have yet to find something that I have eaten that has not been on their list - and it includes branded manufacturers and many restaurants. Additionally, I love that it breaks down my meal into the summarized nutrients so I can see how I balanced my proteins with my carbs, etc. If you are someone who doesn't need or want a coach, but you want a place to keep track of your exercise and eating habits - this is for you!",5,28
Kat Ota,2020-06-20T14:16:48,"This app is super easy to use for tracking all your health metrics. Recently I decided to take control of my health, I have High Blood pressure, am overweight, out of shape and not getting any younger. I am able to set goals for multiple health components, not just weight. When I meet with my PCP I will be able to show her a months worth of complete data and we can better partner on my long term goals for achieving a healthy lifestyle and not just focus on ""losing weight "". Highly recommend.",5,47
Betty M,2024-10-28T16:49:58,"I have to praise the devs and support. I was having the ""done logging"" issue as well and I sent them an email about it; they gave me a month of premium so it would work again and detailed what they thought the issue could be. Then they asked to make sure that the button worked in premium and now they actually got back to me to tell me that they pushed the ""done logging"" fix through. I really wasn't expecting that kind of support!",5,0
A Google user,2019-12-03T13:34:23,"After trying out Lifesum, MyFitnessPal, and SparkPeople (all really good apps), I've found this one to be the winner. The interface is nice to look at, there are a lot of really helpful features, and the number of food items in its food item bank is robust. Adding a few more exercise options to the app couldn't hurt, but this is still my top-choice food tracker, for sure.",5,68
Susannah B,2021-09-18T17:57:54,"I'm literally crying right now! I lost 18 lbs in the last 3 months using this app!!! I thought there was something wrong with me forever and I was about to give up and just be the fat auntie. The premium feature that tells you what foods are keeping you on track has really been so helpful, it encourages me to log everything so the stats can be accurate. I've never stuck with weight loss this long! I highly recommend this app!!! Be sure to use a food scale for accurate measurement",5,125
A Google user,2019-08-31T15:35:44,"Lost 30 pounds in 3 months. Cut insulin in half. Doctor thrilled at progress. Wrote down app info to check it out. Feel my overall health is better. I have learned so much, and spend my calories more thoughtfully. The app makes it easy to make my choices by watching my fat, protein and carbs. I have become more aware of the amount of sodium i consume. What an eye opener! So happy with this app, and the comunity chats are so inspiring.",5,4
A Google user,2019-05-08T15:00:33,"This is great app for tracking your food intake, exercise, weights, and other health measures. I especially like how many foods you search for of common restaurants and food services are already included. It takes out a lot of the work for you. I set a goal to lose 12 lbs. and I am well on my way thanks to Lose It! I've not tried other popular apps like MyFitness Pal, but I am pretty sure it would be comparable, if not better. I think it has more food listings to search from.",5,0
A Google user,2020-03-12T17:42:14,"Best out there. The free certain is great by itself, but it's worth it to subscribe, and affordable. Easiest to use, and will track carbs, calories, fiber, fat grams, etc .. Figures out your calorie needs to lose weight at a rate your comfortable with, this app does all the work for you. Will configure in exercise if that's your preference, track your sleep, water, and macros. Also has groups to join and challenges if you're a social butterfly. I can't say enough about this app. 😊☺️",5,0
Dana,2024-09-05T13:12:31,"I've been using this app to count calories since 12/27/23 and I have to say... I love it! I paid for the premium version so I could have full access to features and it does not disappoint. I have lost 32.8 pounds since i started using this app, and I really think it has kept me accountable in many ways. In addition to counting calories, I track my weight and log exercises. Definitely worth the download, whether you choose to pay for premium or not.",5,10
A Google user,2019-08-31T15:14:52,Easy to find foods and to use them on a daily basis since it remembers what you used often. Also easy to put in exercise and to keep track of your weight. I really like the fact that anyone can use this app and it works well. If there is any downside to the free app is that pretty much every day you have at least one or two times and add pop up but I just hit no thanks and go on to my work. They want you to buy the paid one.,5,0
A Google user,2019-12-12T01:49:31,"This app did help me out with counting and logging the calories. It's an encouragement and challenge to stay within ur calorie budget. I did lose almost 40 pounds with calorie count. Lose it rocks and also I recommended it to a lot of friends and I still recommend it. The food search has different kinds of foods from all around the world. U can even scan the barcode label to log the food ( much easier ). U can keep a track of ur weight by logging it everyday. Also u can log BP, sugar levels etc",5,4
Fried Beef Teriyaki,2021-02-01T02:37:10,"This is a good app for dieting. Similar to the Weight Watchers app minus the monthly fee. There are some premium features here but it works well for free. I like that it makes it easy to add walking as exercise and deduct it from your day. I have gone from 200 to 190 lbs with this app and from quarantine 210 lbs, but im back to using it. If calorie counting works for you, this is great for the long haul. If not, try other solutions for weight loss before passing blame.",5,0
Steven Sessions,2025-04-05T03:01:46,"It works! I started weighing in at 274 pounds back in the Summer of 2023, as of the writing of this review, I now weigh 166. I would leave a screenshot showing my log in the app if I could. I counted calories while maintaining an intermittent fasting schedule, and I like to walk. There was a learning curve and adjustment period the first month, but scanning snacks and looking up meals are a breeze once you get used to it.",5,138
Shaun Rizk,2025-06-27T07:07:21,"Good overall but there are frustrating and QoL things that I would like to see fixed or added. The frustrating part is that when trying to enter a meal, it's difficult to edit the items in the meal. if I choose a meal I had before but had different amounts, I can't change the amount in the meal as it adds another element to the meal as a separate item. QoL, would like to see my recommended macro nutrition goals w/values Ive had",5,2
Jon Wolf,2020-08-17T10:15:17,I paid for premium on 3 apps and then cancelled two of them after deciding on this one. I've been using Lose It for over a month now. The calorie counter is superior to any I've used before. I also like how you can join or read social posts. The price is better than the other apps as well. I've lost over 10 pounds so far. It has an exercise tracker that is great for me but it might be too basic for more serious athlete types.,5,35
M.Robinson,2023-02-14T13:28:31,I was recommended MyFitnessPal by my nutritionist but I was not able to make an account. I looked up come competitors and I found LooseIt! I am very grateful that I did because this app is fantastic. I did not mind paying the $40 for the yearly subscription because I have been using this thing daily. The food database and the exercise database are amazing. It also allows you to make your own recipes and exercises to calculate things more in tune to your personal day-to-day. This app is awesome!,5,0
Miriam S. Erickson,2025-08-06T05:16:49,"Compared to my old subscription tracker app, Lose It! has more foods (with complete nutrition info) on record to choose from, the scanner works SO well!, and it's more comprehensive, inclusive, catered to me & my goals, and can sync with my fitness app! --for half the price of my old app!! I'm such a happy Lose It! convert that I'll be singing its praises to all my friends & family!",5,1
